epoch              loss   RMSE_Etot_per_atom            RMSE_F      time
   84  1.9275905534e-02     1.4510329267e-04  2.5452299266e-02  311.2525
   85  1.3745317138e-02     1.2167963123e-04  2.5416048158e-02  311.3882
   86  1.2842048664e-02     1.1741547566e-04  2.5391527122e-02  310.9763
   87  1.2857394435e-02     1.1750073147e-04  2.5344742110e-02  311.5755
   88  1.2786463707e-02     1.1717238548e-04  2.5290267924e-02  311.4398
   89  1.2782793505e-02     1.1716554016e-04  2.5245725768e-02  311.1657
   90  1.2835598938e-02     1.1742746504e-04  2.5214853598e-02  311.1504
   91  1.2807729053e-02     1.1730207335e-04  2.5178552588e-02  311.0286
   92  1.5583632994e-02     1.2999236183e-04  2.5166476912e-02  311.1221
   93  1.2672067148e-02     1.1665877099e-04  2.5128809432e-02  312.5177
   94  1.2383267324e-02     1.1525605077e-04  2.5109204122e-02  310.7395
   95  1.2627642035e-02     1.1645594839e-04  2.5077142870e-02  311.4721
   96  1.3528910827e-02     1.2075534180e-04  2.5056354637e-02  311.4208
   97  1.2501128416e-02     1.1585553643e-04  2.5015090408e-02  311.1165
   98  1.2526895459e-02     1.1598773067e-04  2.4988119111e-02  311.7448
   99  1.2414664710e-02     1.1544617803e-04  2.4961220641e-02  310.9799
  100  1.6498743751e-01     4.3100112110e-04  2.5241600951e-02  311.4924
